ID_Empleado,Cargo,Edad,Salario,Horas_trabajadas,Nivel_Educativo
E01051,Analista,35,5627878,189,Profesional
E01052,Analista,26,3484256,202,Tecnólogo
E01053,Analista,30,4293351,225,Profesional
E01054,Analista,39,4668663,215,Tecnólogo
E01055,Analista,29,5300961,181,Profesional
E01056,Analista,38,4182961,224,Tecnólogo
E01057,Analista,28,3842133,169,Tecnólogo
E01058,Analista,28,4679607,164,Profesional
E01059,Analista,28,4129058,164,Profesional
E01060,Analista,35,4756873,186,Tecnólogo
E01061,Analista,36,4163177,186,Tecnólogo
E01062,Analista,34,4418511,201,Profesional
E01063,Analista,31,4160691,176,Tecnólogo
E01064,Analista,37,4022806,212,Tecnólogo
E01065,Analista,32,3956903,224,Tecnólogo
E01066,Analista,38,3790448,202,Tecnólogo
E01067,Analista,25,4710480,188,Profesional
E01068,Analista,25,3950277,190,Tecnólogo
E01069,Analista,29,5393191,198,Profesional
E01070,Analista,31,5161371,168,Profesional
E01071,Analista,29,4385918,225,Profesional
E01072,Analista,27,4722994,206,Profesional
E01073,Analista,32,4735868,164,Profesional
E01074,Analista,39,4491104,165,Tecnólogo
E01075,Analista,26,4103704,196,Tecnólogo
E01076,Analista,30,4764123,221,Profesional
E01077,Analista,34,4787641,200,Profesional
E01078,Analista,35,3751303,209,Tecnólogo
E01079,Analista,28,3660174,218,Profesional
E01080,Analista,38,3698092,194,Tecnólogo
E01081,Analista,31,4351397,188,Tecnólogo
E01082,Analista,36,3661215,182,Tecnólogo
E01083,Analista,30,4029365,170,Tecnólogo
E01084,Analista,23,4256476,204,Tecnólogo
E01085,Analista,33,4541922,222,Profesional
E01086,Analista,24,4904688,196,Profesional
E01087,Analista,37,4311632,221,Tecnólogo
E01088,Analista,31,4425444,206,Tecnólogo
E01089,Analista,36,4334055,175,Profesional
E01090,Analista,32,4248730,222,Tecnólogo
E01091,Analista,35,4322513,228,Profesional
E01092,Analista,34,3789744,211,Tecnólogo
E01093,Analista,38,4659218,216,Profesional
E01094,Analista,26,4315477,176,Profesional
E01095,Analista,24,4584571,193,Profesional
E01096,Analista,24,3664892,179,Tecnólogo
E01097,Analista,25,4390872,194,Tecnólogo
E01098,Analista,35,4056834,200,Tecnólogo
E01099,Analista,38,4526114,226,Profesional
E01100,Analista,33,3466437,219,Tecnólogo
E01101,Analista,38,5034334,166,Profesional
E01102,Analista,37,3869000,162,Tecnólogo
E01103,Analista,26,4753691,212,Profesional
E01104,Analista,31,4490000,176,Tecnólogo
E01105,Analista,30,3839436,229,Profesional
E01106,Analista,34,4299769,162,Tecnólogo
E01107,Analista,36,4544166,176,Profesional
E01108,Analista,24,3498145,188,Tecnólogo
E01109,Analista,25,3665114,213,Tecnólogo
E01110,Analista,31,4123879,161,Tecnólogo
E01111,Analista,23,4599344,216,Tecnólogo
E01112,Analista,25,3984854,184,Tecnólogo
E01113,Analista,36,4474487,223,Profesional
E01114,Analista,30,4028678,229,Profesional
E01115,Analista,34,4198217,180,Tecnólogo
E01116,Analista,35,4095054,183,Tecnólogo
E01117,Analista,29,3720972,198,Profesional
E01118,Analista,37,4945297,211,Profesional
E01119,Analista,23,4736855,214,Profesional
E01120,Analista,38,4472146,172,Profesional
E01121,Analista,28,4832820,221,Profesional
E01122,Analista,34,3655714,167,Tecnólogo
E01123,Analista,38,4592850,213,Profesional
E01124,Analista,37,4657844,228,Profesional
E01125,Analista,39,4022805,165,Tecnólogo
E01126,Analista,33,4428593,172,Profesional
E01127,Analista,30,3801374,163,Profesional
E01128,Analista,33,4155024,215,Profesional
E01129,Analista,28,4890256,168,Tecnólogo
E01130,Analista,30,4155485,166,Tecnólogo
E01131,Analista,39,4462668,172,Profesional
E01132,Analista,32,4814659,176,Profesional
E01133,Analista,25,4382587,162,Profesional
E01134,Analista,26,4521977,160,Profesional
E01135,Analista,32,3487671,176,Tecnólogo
E01136,Analista,36,4262181,185,Profesional
E01137,Analista,23,3436865,173,Tecnólogo
E01138,Analista,31,5173042,228,Profesional
E01139,Analista,26,4435682,193,Profesional
E01140,Analista,26,3278341,213,Tecnólogo
E01141,Analista,32,4019954,169,Tecnólogo
E01142,Analista,23,3714556,227,Tecnólogo
E01143,Analista,36,4119959,163,Tecnólogo
E01144,Analista,32,3683743,184,Tecnólogo
E01145,Analista,27,3300160,205,Tecnólogo
E01146,Analista,33,3847864,205,Tecnólogo
E01147,Analista,39,4201694,215,Tecnólogo
E01148,Analista,35,4108248,219,Tecnólogo
E01149,Analista,38,4670577,182,Profesional
E01150,Analista,32,5658051,204,Profesional
E01151,Analista,34,3892159,178,Tecnólogo
E01152,Analista,33,4880879,221,Profesional
E01153,Analista,26,4020252,207,Profesional
E01154,Analista,34,3347596,204,Tecnólogo
E01155,Analista,23,4233669,213,Tecnólogo
E01156,Analista,35,3686672,201,Tecnólogo
E01157,Analista,29,4105623,180,Profesional
E01158,Analista,24,5193136,227,Profesional
E01159,Analista,37,4549211,175,Profesional
E01160,Analista,23,4064038,194,Tecnólogo
E01161,Analista,25,3967512,177,Tecnólogo
E01162,Analista,27,4162450,179,Tecnólogo
E01163,Analista,35,4577358,163,Profesional
E01164,Analista,28,5013642,217,Profesional
E01165,Analista,31,4447249,187,Profesional
E01166,Analista,25,3560611,167,Tecnólogo
E01167,Analista,24,4160734,206,Profesional
E01168,Analista,36,3982409,192,Profesional
E01169,Analista,25,4414960,163,Tecnólogo
E01170,Analista,23,4723243,209,Profesional
E01171,Analista,28,4048684,212,Tecnólogo
E01172,Analista,29,4983440,204,Profesional
E01173,Analista,35,4987838,225,Profesional
E01174,Analista,26,3946294,228,Tecnólogo
E01175,Analista,35,4257446,197,Tecnólogo
E01176,Analista,35,4422511,183,Profesional
E01177,Analista,30,4622337,169,Profesional
E01178,Analista,38,4045662,185,Profesional
E01179,Analista,30,3924150,204,Profesional
E01180,Analista,38,4463681,220,Profesional
E01181,Analista,39,5403559,187,Profesional
E01182,Analista,27,4390162,195,Tecnólogo
E01183,Analista,30,3790157,167,Tecnólogo
E01184,Analista,39,4483207,191,Profesional
E01185,Analista,39,5235432,185,Profesional
E01186,Analista,23,4289274,182,Tecnólogo
E01187,Analista,31,3673727,201,Tecnólogo
E01188,Analista,23,4261342,171,Profesional
E01189,Analista,26,4211326,162,Tecnólogo
E01190,Analista,24,3586079,202,Tecnólogo
E01191,Analista,39,2990133,224,Tecnólogo
E01192,Analista,25,3753132,181,Profesional
E01193,Analista,25,3353926,170,Tecnólogo
E01194,Analista,35,4218289,210,Tecnólogo
E01195,Analista,29,3718931,199,Tecnólogo
E01196,Analista,37,4366878,201,Profesional
E01197,Analista,30,4086353,217,Tecnólogo
E01198,Analista,23,4133514,208,Profesional
E01199,Analista,38,4174609,174,Profesional
E01200,Analista,31,3581693,206,Tecnólogo
E01201,Analista,24,4696550,160,Profesional
E01202,Analista,28,5238710,224,Profesional
E01203,Analista,39,4708285,203,Profesional
E01204,Analista,24,3544814,176,Tecnólogo
E01205,Analista,39,3587978,190,Tecnólogo
E01206,Analista,36,4404361,172,Profesional
E01207,Analista,33,4210025,218,Profesional
E01208,Analista,36,4739929,203,Profesional
E01209,Analista,34,4503360,180,Tecnólogo
E01210,Analista,27,4113158,195,Profesional
E01211,Analista,25,3954296,183,Profesional
E01212,Analista,26,3802480,174,Profesional
E01213,Analista,34,3809975,163,Profesional
E01214,Analista,23,4866187,175,Profesional
E01215,Analista,25,5339213,201,Profesional
E01216,Analista,32,5283051,167,Profesional
E01217,Analista,27,4317026,188,Profesional
E01218,Analista,38,3890276,203,Tecnólogo
E01219,Analista,31,3500188,186,Tecnólogo
E01220,Analista,23,3903392,184,Tecnólogo
E01221,Analista,25,4899882,193,Profesional
E01222,Analista,25,4214934,215,Profesional
E01223,Analista,24,4372269,193,Profesional
E01224,Analista,39,3868863,175,Tecnólogo
E01225,Analista,23,4485694,195,Tecnólogo
E01226,Analista,38,4440717,226,Tecnólogo
E01227,Analista,25,4545888,160,Profesional
E01228,Analista,27,3896519,200,Tecnólogo
E01229,Analista,39,4783400,187,Profesional
E01230,Analista,28,4165901,161,Tecnólogo
E01231,Analista,39,4172025,185,Tecnólogo
E01232,Analista,34,5137802,164,Profesional
E01233,Analista,39,4686804,202,Profesional
E01234,Analista,25,4524446,174,Profesional
E01235,Analista,24,3959741,218,Tecnólogo
E01236,Analista,24,4217175,216,Tecnólogo
E01237,Analista,32,4744199,166,Profesional
E01238,Analista,37,5438432,191,Profesional
E01239,Analista,31,4589539,178,Profesional
E01240,Analista,32,4365507,216,Profesional
E01241,Analista,24,4922425,210,Profesional
E01242,Analista,39,4721786,223,Profesional
E01243,Analista,26,3968780,179,Tecnólogo
E01244,Analista,31,3858549,208,Tecnólogo
E01245,Analista,28,4224463,182,Profesional
E01246,Analista,39,2959139,220,Profesional
E01247,Analista,37,3416971,164,Tecnólogo
E01248,Analista,23,4426451,226,Profesional
E01249,Analista,31,4479743,217,Profesional
E01250,Analista,35,3903840,214,Profesional
E01251,Analista,28,4988628,162,Profesional
E01252,Analista,38,3228254,226,Tecnólogo
E01253,Analista,24,3448025,203,Tecnólogo
E01254,Analista,39,4321076,216,Profesional
E01255,Analista,37,3753937,223,Tecnólogo
E01256,Analista,34,4495115,210,Profesional
E01257,Analista,27,4081235,162,Profesional
E01258,Analista,31,4765820,221,Profesional
E01259,Analista,33,3599419,222,Tecnólogo
E01260,Analista,27,4337331,205,Profesional
E01261,Analista,37,3608000,180,Tecnólogo
E01262,Analista,27,4475725,217,Tecnólogo
E01263,Analista,28,3618921,219,Profesional
E01264,Analista,38,4320274,224,Tecnólogo
E01265,Analista,35,4211867,198,Profesional
E01266,Analista,25,3428104,203,Tecnólogo
E01267,Analista,24,4852273,185,Tecnólogo
E01268,Analista,37,4008294,182,Tecnólogo
E01269,Analista,34,4409534,217,Profesional
E01270,Analista,32,4238702,194,Profesional
E01271,Analista,34,4738437,177,Profesional
E01272,Analista,27,3780954,173,Tecnólogo
E01273,Analista,38,4151202,172,Tecnólogo
E01274,Analista,39,4617757,228,Profesional
E01275,Analista,35,3720118,188,Tecnólogo
E01276,Analista,25,3953864,202,Tecnólogo
E01277,Analista,34,4953725,226,Profesional
E01278,Analista,24,4867604,220,Profesional
E01279,Analista,34,5694832,165,Profesional
E01280,Analista,33,4418772,195,Tecnólogo
E01281,Analista,27,3786527,229,Tecnólogo
E01282,Analista,38,3935699,174,Tecnólogo
E01283,Analista,39,4685101,181,Profesional
E01284,Analista,39,3859528,165,Tecnólogo
E01285,Analista,35,4403168,227,Profesional
E01286,Analista,27,4316014,203,Tecnólogo
E01287,Analista,31,3991191,209,Profesional
E01288,Analista,34,3624416,181,Tecnólogo
E01289,Analista,33,4372775,203,Profesional
E01290,Analista,23,4027808,196,Tecnólogo
E01291,Analista,28,4917913,192,Profesional
E01292,Analista,34,4378739,161,Profesional
E01293,Analista,24,4739799,181,Profesional
E01294,Analista,34,4595540,205,Profesional
E01295,Analista,30,4305335,211,Tecnólogo
E01296,Analista,24,4020320,207,Tecnólogo
E01297,Analista,29,5401289,195,Profesional
E01298,Analista,36,4383908,172,Profesional
E01299,Analista,34,4667410,178,Tecnólogo
E01300,Analista,28,4361811,195,Profesional
E01301,Analista,28,5232926,212,Profesional
E01302,Analista,30,3087604,215,Tecnólogo
E01303,Analista,28,4600921,221,Profesional
E01304,Analista,25,4369453,180,Profesional
E01305,Analista,24,3950995,187,Tecnólogo
E01306,Analista,36,3886888,189,Tecnólogo
E01307,Analista,25,4584952,229,Profesional
E01308,Analista,32,4413355,202,Profesional
E01309,Analista,26,3498447,218,Tecnólogo
E01310,Analista,28,4397986,229,Profesional
E01311,Analista,26,4239730,213,Tecnólogo
E01312,Analista,34,4033412,181,Tecnólogo
E01313,Analista,31,4707351,160,Profesional
E01314,Analista,39,4105659,213,Profesional
E01315,Analista,31,4878402,194,Profesional
E01316,Analista,26,3633598,200,Tecnólogo
E01317,Analista,36,4273047,174,Tecnólogo
E01318,Analista,27,4974758,229,Profesional
E01319,Analista,34,4904502,168,Profesional
E01320,Analista,26,4056510,205,Tecnólogo
E01321,Analista,32,3302844,189,Tecnólogo
E01322,Analista,28,4389922,169,Profesional
E01323,Analista,36,4373086,160,Profesional
E01324,Analista,28,4379315,194,Tecnólogo
E01325,Analista,28,2904808,200,Tecnólogo
E01326,Analista,32,4100279,166,Tecnólogo
E01327,Analista,24,4077359,174,Tecnólogo
E01328,Analista,35,3870406,167,Tecnólogo
E01329,Analista,39,3921135,212,Tecnólogo
E01330,Analista,38,3899996,166,Tecnólogo
E01331,Analista,28,4590736,184,Profesional
E01332,Analista,24,3600312,224,Tecnólogo
E01333,Analista,31,3753040,223,Profesional
E01334,Analista,33,3844051,204,Tecnólogo
E01335,Analista,26,4541993,190,Tecnólogo
E01336,Analista,26,4647581,227,Tecnólogo
E01337,Analista,35,5163902,194,Profesional
E01338,Analista,30,4330216,213,Profesional
E01339,Analista,29,5756940,183,Profesional
E01340,Analista,39,3308672,195,Tecnólogo
E01341,Analista,27,4633582,175,Profesional
E01342,Analista,29,4860479,175,Profesional
E01343,Analista,33,3986111,176,Profesional
E01344,Analista,35,4748134,216,Profesional
E01345,Analista,28,3932793,211,Tecnólogo
E01346,Analista,30,5152837,194,Profesional
E01347,Analista,26,4367672,162,Tecnólogo
E01348,Analista,32,4605662,202,Profesional
E01349,Analista,32,5178306,162,Profesional
E01350,Analista,33,5021071,180,Tecnólogo
E01351,Analista,37,3956822,188,Tecnólogo
E01352,Analista,28,4618259,166,Tecnólogo
E01353,Analista,27,4027960,161,Tecnólogo
E01354,Analista,36,4731201,213,Profesional
E01355,Analista,29,4419488,178,Profesional
E01356,Analista,29,4512410,225,Profesional
E01357,Analista,37,3772873,200,Tecnólogo
E01358,Analista,39,4399427,226,Tecnólogo
E01359,Analista,33,3872620,193,Profesional
E01360,Analista,35,4216196,165,Profesional
E01361,Analista,30,4925730,208,Profesional
E01362,Analista,36,4256908,187,Tecnólogo
E01363,Analista,34,4382010,190,Profesional
E01364,Analista,24,3855224,181,Tecnólogo
E01365,Analista,36,3808296,182,Profesional
E01366,Analista,37,5342743,190,Profesional
E01367,Analista,37,5137915,193,Profesional
E01368,Analista,38,5449806,226,Profesional
E01369,Analista,28,3699881,198,Tecnólogo
E01370,Analista,35,4150335,178,Profesional
E01371,Analista,23,4449408,225,Profesional
E01372,Analista,27,4333736,221,Tecnólogo
E01373,Analista,32,4589438,202,Profesional
E01374,Analista,37,5711216,169,Profesional
E01375,Analista,37,3567093,197,Tecnólogo
E01376,Analista,30,3933935,170,Tecnólogo
E01377,Analista,27,3609596,224,Profesional
E01378,Analista,33,4157763,211,Tecnólogo
E01379,Analista,38,3813036,224,Tecnólogo
E01380,Analista,37,4703477,202,Profesional
E01381,Analista,26,4198527,162,Tecnólogo
E01382,Analista,33,3890898,169,Tecnólogo
E01383,Analista,27,4466798,172,Tecnólogo
E01384,Analista,28,4013343,184,Tecnólogo
E01385,Analista,33,4549351,223,Tecnólogo
E01386,Analista,24,4086720,179,Profesional
E01387,Analista,35,3932205,214,Profesional
E01388,Analista,36,3659655,203,Tecnólogo
E01389,Analista,23,4378420,171,Tecnólogo
E01390,Analista,37,3809553,227,Tecnólogo
E01391,Analista,25,4795266,180,Profesional
E01392,Analista,25,4389474,225,Profesional
E01393,Analista,31,4230055,203,Profesional
E01394,Analista,31,4069457,207,Tecnólogo
E01395,Analista,25,5501413,188,Profesional
E01396,Analista,38,4492775,201,Profesional
E01397,Analista,37,4071973,202,Tecnólogo
E01398,Analista,39,4605369,166,Profesional
E01399,Analista,31,3474373,193,Tecnólogo
E01400,Analista,34,4316465,219,Profesional
E01401,Analista,28,3569844,217,Tecnólogo
E01402,Analista,31,3755852,197,Tecnólogo
E01403,Analista,25,4939869,218,Profesional
E01404,Analista,23,4257272,178,Tecnólogo
E01405,Analista,37,4623832,199,Profesional
E01406,Analista,29,4105283,191,Tecnólogo
E01407,Analista,30,4595629,189,Profesional
E01408,Analista,25,4013454,200,Profesional
E01409,Analista,25,4005280,178,Tecnólogo
E01410,Analista,31,4663872,217,Profesional
E01411,Analista,36,4052885,172,Tecnólogo
E01412,Analista,29,4136418,224,Tecnólogo
E01413,Analista,35,3222952,174,Tecnólogo
E01414,Analista,33,3628019,226,Tecnólogo
E01415,Analista,39,4566794,200,Profesional
E01416,Analista,33,2970369,168,Profesional
E01417,Analista,25,5215815,190,Profesional
E01418,Analista,26,4049364,167,Tecnólogo
E01419,Analista,37,4704023,196,Tecnólogo
E01420,Analista,34,3500529,198,Tecnólogo
E01421,Analista,28,4189942,187,Tecnólogo
E01422,Analista,33,4006781,210,Profesional
E01423,Analista,29,3949467,167,Tecnólogo
E01424,Analista,23,3998048,171,Tecnólogo
E01425,Analista,37,4647527,168,Profesional
E01426,Analista,36,3673699,163,Tecnólogo
E01427,Analista,35,4705802,204,Profesional
E01428,Analista,30,3766669,169,Tecnólogo
E01429,Analista,29,4853535,190,Profesional
E01430,Analista,24,3710217,201,Tecnólogo
E01431,Analista,35,5107085,223,Profesional
E01432,Analista,26,3694427,181,Tecnólogo
E01433,Analista,30,4078547,196,Profesional
E01434,Analista,39,4139189,180,Tecnólogo
E01435,Analista,36,4911755,161,Profesional
E01436,Analista,37,3813508,179,Tecnólogo
E01437,Analista,35,4185803,210,Tecnólogo
E01438,Analista,29,4465473,221,Profesional
E01439,Analista,29,4173678,172,Tecnólogo
E01440,Analista,30,3964539,228,Tecnólogo
E01441,Analista,38,4914287,196,Profesional
E01442,Analista,26,3976857,213,Tecnólogo
E01443,Analista,26,4267144,181,Profesional
E01444,Analista,37,4722299,188,Profesional
E01445,Analista,36,4318393,188,Tecnólogo
E01446,Analista,25,3735960,205,Tecnólogo
E01447,Analista,27,5316767,220,Profesional
E01448,Analista,29,4582660,224,Profesional
E01449,Analista,36,3940183,193,Profesional
E01450,Analista,23,4785999,192,Tecnólogo
E01451,Analista,35,4019817,222,Tecnólogo
E01452,Analista,23,4030611,213,Tecnólogo
E01453,Analista,39,4676405,177,Profesional
E01454,Analista,35,4160103,172,Profesional
E01455,Analista,34,4580533,223,Profesional
E01456,Analista,26,4193830,209,Tecnólogo
E01457,Analista,37,3253894,218,Tecnólogo
E01458,Analista,28,4016634,214,Tecnólogo
E01459,Analista,38,3136903,203,Tecnólogo
E01460,Analista,36,3834414,170,Tecnólogo
E01461,Analista,29,4716027,224,Tecnólogo
E01462,Analista,37,4507725,193,Profesional
E01463,Analista,28,3723331,163,Tecnólogo
E01464,Analista,25,3925809,163,Tecnólogo
E01465,Analista,26,4738995,176,Profesional
E01466,Analista,23,4219756,190,Profesional
E01467,Analista,29,2873605,179,Tecnólogo
E01468,Analista,28,3548360,191,Tecnólogo
E01469,Analista,29,4250757,186,Profesional
E01470,Analista,33,4504250,193,Profesional
E01471,Analista,39,3660491,161,Tecnólogo
E01472,Analista,36,3669419,215,Tecnólogo
E01473,Analista,33,4157223,187,Tecnólogo
E01474,Analista,35,5094624,220,Profesional
E01475,Analista,33,3332821,200,Tecnólogo
E01476,Analista,31,3957709,201,Tecnólogo
E01477,Analista,38,3745270,208,Tecnólogo
E01478,Analista,27,4677640,168,Profesional
E01479,Analista,23,3955805,205,Tecnólogo
E01480,Analista,32,3594637,212,Tecnólogo
E01481,Analista,24,4833679,170,Profesional
E01482,Analista,33,4655858,196,Tecnólogo
E01483,Analista,32,4185163,190,Profesional
E01484,Analista,28,3746169,178,Profesional
E01485,Analista,24,3624838,162,Tecnólogo
E01486,Analista,23,4602760,210,Profesional
E01487,Analista,34,4065022,186,Tecnólogo
E01488,Analista,30,3773402,204,Tecnólogo
E01489,Analista,39,4653028,182,Profesional
E01490,Analista,24,4114657,190,Tecnólogo
E01491,Analista,27,5019081,166,Profesional
E01492,Analista,27,4295877,224,Profesional
E01493,Analista,26,4236175,224,Profesional
E01494,Analista,37,4250333,188,Tecnólogo
E01495,Analista,24,4850981,187,Profesional
E01496,Analista,26,3799632,225,Tecnólogo
E01497,Analista,25,4206557,193,Tecnólogo
E01498,Analista,26,5306420,173,Profesional
E01499,Analista,24,4060259,199,Tecnólogo
E01500,Analista,37,4191447,226,Tecnólogo
E01501,Analista,31,5075758,180,Profesional
E01502,Analista,30,4368090,174,Profesional
E01503,Analista,38,4748241,212,Profesional
E01504,Analista,29,4537577,223,Profesional
E01505,Analista,30,5441031,222,Profesional
E01506,Analista,33,4782802,222,Profesional
E01507,Analista,37,3724417,187,Profesional
E01508,Analista,33,3951825,221,Tecnólogo
E01509,Analista,37,4054481,168,Profesional
E01510,Analista,31,4259328,213,Tecnólogo
E01511,Analista,31,4978586,228,Profesional
E01512,Analista,35,4003277,179,Tecnólogo
E01513,Analista,24,4512086,197,Profesional
E01514,Analista,36,4941777,185,Profesional
E01515,Analista,27,4673295,205,Tecnólogo
E01516,Analista,34,5316985,187,Profesional
E01517,Analista,33,4128302,199,Tecnólogo
E01518,Analista,29,3976750,218,Tecnólogo
E01519,Analista,39,5021420,202,Profesional
E01520,Analista,25,4017985,207,Tecnólogo
E01521,Analista,31,3958261,185,Tecnólogo
E01522,Analista,26,4992545,211,Profesional
E01523,Analista,39,5241642,200,Profesional
E01524,Analista,25,4005857,184,Tecnólogo
E01525,Analista,28,4183370,218,Profesional
E01526,Analista,31,3824763,174,Tecnólogo
E01527,Analista,35,4835875,183,Profesional
E01528,Analista,29,4535060,182,Tecnólogo
E01529,Analista,30,4340316,217,Tecnólogo
E01530,Analista,23,4906580,192,Profesional
E01531,Analista,30,4597332,223,Profesional
E01532,Analista,39,4634805,160,Profesional
E01533,Analista,36,4361306,180,Tecnólogo
E01534,Analista,35,5283541,193,Profesional
E01535,Analista,29,3506854,186,Tecnólogo
E01536,Analista,35,3720310,197,Tecnólogo
E01537,Analista,23,3593070,227,Tecnólogo
E01538,Analista,26,4129933,184,Tecnólogo
E01539,Analista,23,3882803,212,Tecnólogo
E01540,Analista,38,4323843,222,Tecnólogo
E01541,Analista,34,4199637,190,Tecnólogo
E01542,Analista,39,4605584,163,Profesional
E01543,Analista,24,3968953,198,Profesional
E01544,Analista,24,4687955,174,Profesional
E01545,Analista,37,5250118,208,Profesional
E01546,Analista,27,4538995,177,Profesional
E01547,Analista,29,3898203,210,Tecnólogo
E01548,Analista,25,4906911,166,Profesional
E01549,Analista,32,4107911,169,Tecnólogo
E01550,Analista,29,4120527,175,Tecnólogo
E01551,Analista,29,4608792,179,Profesional
E01552,Analista,38,3823204,187,Tecnólogo
E01553,Analista,37,3735710,183,Tecnólogo
E01554,Analista,25,5350353,204,Profesional
E01555,Analista,31,4290848,213,Profesional
E01556,Analista,39,3207393,218,Tecnólogo
E01557,Analista,33,3838236,181,Profesional
E01558,Analista,39,4480070,214,Profesional
E01559,Analista,25,3629865,221,Profesional
E01560,Analista,32,4251673,219,Tecnólogo
E01561,Analista,23,3993217,210,Profesional
E01562,Analista,30,3740571,228,Profesional
E01563,Analista,27,3565681,212,Tecnólogo
E01564,Analista,33,4695068,219,Tecnólogo
E01565,Analista,28,4721668,204,Tecnólogo
E01566,Analista,24,4802185,222,Profesional
E01567,Analista,23,4415409,226,Profesional
E01568,Analista,35,4167539,184,Profesional
E01569,Analista,27,5130731,187,Profesional
E01570,Analista,35,3408450,163,Profesional
E01571,Analista,28,4438770,192,Profesional
E01572,Analista,37,4573882,181,Profesional
E01573,Analista,25,4450778,178,Profesional
E01574,Analista,31,5376251,225,Profesional
E01575,Analista,23,4294133,218,Tecnólogo
E01576,Analista,36,4089857,219,Profesional
E01577,Analista,28,3305070,216,Tecnólogo
E01578,Analista,38,4122445,192,Profesional
E01579,Analista,29,4420171,200,Tecnólogo
E01580,Analista,31,4963394,197,Profesional
E01581,Analista,36,3977817,223,Profesional
E01582,Analista,38,3629326,164,Tecnólogo
E01583,Analista,25,4870552,210,Profesional
E01584,Analista,28,4758645,211,Tecnólogo
E01585,Analista,37,4350917,174,Profesional
E01586,Analista,35,3977119,173,Profesional
E01587,Analista,28,4412114,200,Tecnólogo
E01588,Analista,23,4583049,200,Tecnólogo
E01589,Analista,35,4718307,168,Profesional
E01590,Analista,34,3629600,205,Profesional
E01591,Analista,24,4443850,223,Tecnólogo
E01592,Analista,28,4144818,208,Profesional
E01593,Analista,35,4446435,202,Profesional
E01594,Analista,35,3323461,204,Tecnólogo
E01595,Analista,38,4730622,206,Profesional
E01596,Analista,32,4551876,169,Tecnólogo
E01597,Analista,37,4916310,197,Profesional
E01598,Analista,23,3776935,172,Tecnólogo
E01599,Analista,30,3895157,208,Tecnólogo
E01600,Analista,29,4746628,204,Profesional
E01601,Analista,38,3472725,164,Tecnólogo
E01602,Analista,33,4412331,183,Tecnólogo
E01603,Analista,35,4915125,172,Tecnólogo
E01604,Analista,28,4536693,165,Profesional
E01605,Analista,33,3927928,221,Tecnólogo
E01606,Analista,26,3654461,212,Profesional
E01607,Analista,34,4519586,227,Profesional
E01608,Analista,35,3778268,215,Tecnólogo
E01609,Analista,36,3863277,178,Profesional
E01610,Analista,23,4268364,203,Tecnólogo
E01611,Analista,27,4872637,215,Profesional
E01612,Analista,36,4133467,182,Tecnólogo
E01613,Analista,25,4514941,193,Profesional
E01614,Analista,25,4487620,218,Profesional
E01615,Analista,38,4095689,160,Tecnólogo
E01616,Analista,27,4511612,208,Profesional
E01617,Analista,29,4432473,224,Profesional
E01618,Analista,29,4369750,215,Profesional
E01619,Analista,27,4175031,173,Profesional
E01620,Analista,29,4203924,227,Tecnólogo
E01621,Analista,36,4208065,161,Tecnólogo
E01622,Analista,30,4459844,192,Tecnólogo
E01623,Analista,26,3898424,197,Tecnólogo
E01624,Analista,25,3721532,216,Tecnólogo
E01625,Analista,33,4190808,189,Profesional
E01626,Analista,32,4632786,170,Profesional
E01627,Analista,31,4697416,166,Tecnólogo
E01628,Analista,38,4211200,205,Tecnólogo
E01629,Analista,32,4142370,179,Tecnólogo
E01630,Analista,25,4864186,201,Profesional
E01631,Analista,38,4016789,192,Profesional
E01632,Analista,33,3735744,186,Tecnólogo
E01633,Analista,27,3755173,217,Profesional
E01634,Analista,26,4184646,224,Tecnólogo
E01635,Analista,26,3807802,229,Tecnólogo
E01636,Analista,37,4560634,179,Profesional
E01637,Analista,30,3555949,179,Tecnólogo
E01638,Analista,26,3143251,197,Tecnólogo
E01639,Analista,28,4368673,189,Profesional
E01640,Analista,24,4438523,185,Profesional
E01641,Analista,27,5335168,192,Profesional
E01642,Analista,37,3983213,163,Profesional
E01643,Analista,37,3473815,171,Tecnólogo
E01644,Analista,38,4444804,181,Profesional
E01645,Analista,34,4636457,215,Profesional
E01646,Analista,24,4728293,218,Profesional
E01647,Analista,27,3671592,191,Tecnólogo
E01648,Analista,25,4471506,214,Profesional
E01649,Analista,37,3659652,162,Profesional
E01650,Analista,24,4472981,186,Profesional
E01651,Analista,25,4448345,216,Tecnólogo
E01652,Analista,30,4701823,220,Profesional
E01653,Analista,36,4547093,177,Profesional
E01654,Analista,37,4469651,186,Tecnólogo
E01655,Analista,38,4911783,164,Profesional
E01656,Analista,32,4675142,210,Profesional
E01657,Analista,32,4519723,177,Profesional
E01658,Analista,26,4884218,186,Profesional
E01659,Analista,32,3824535,202,Tecnólogo
E01660,Analista,31,4916599,227,Profesional
E01661,Analista,38,3600291,223,Profesional
E01662,Analista,25,3931949,222,Profesional
E01663,Analista,35,4162950,162,Tecnólogo
E01664,Analista,31,4416757,221,Profesional
E01665,Analista,26,3802299,196,Tecnólogo
E01666,Analista,34,5434880,174,Profesional
E01667,Analista,29,4710425,161,Profesional
E01668,Analista,26,4491755,166,Tecnólogo
E01669,Analista,35,3596039,193,Tecnólogo
E01670,Analista,38,4747603,200,Profesional
E01671,Analista,24,3773378,229,Tecnólogo
E01672,Analista,23,4117957,165,Profesional
